result type,channel link,channel name,search result link,title
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/40j2FQEobrI,fssai license in goa #shorts  #ytshorts #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/Cs8h1BwGQ3Q,copyright registration in Mumbai #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/m6dXa49KPqw,iso registration Ghaziabad  #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/-1KCHuOxndU,fssai registration in Gujarat #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/s7dVni7Z6yU,fssai registration process #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/BfTeEfnOxR4,fssai food license Rajasthan #ytshorts #shorts #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/P3fROQ8L7xI,fssai license registration #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/OZ5C5i7aD9I,fssai registration in kolkata #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/OIKHCzF90eA,FSSAI License Renewal #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/FFqtG_ELDWo,fssai food license Punjab #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/ky1ntldhgag,fssai license in bangalore #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/ml4KXhVoi1M,2000rs currency notes stopped Latest RBI News #shorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/VxKyPECqals,fssai license in goa #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/-Ks1mQmcy94,Bakery Business License #shorts   #ytshorts   #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/MktFYZPmpew,food license fssai in Uttarakhand #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/k-C9D_idF2Q,iso registration process #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/3j9h6ey3EXs,Why barcodes registration #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/bSCElQ5nXoY,delhi capitals eliminated ipl 2023 #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/I77JJIftwCw,"Parineeti Chopra, Raghav Chadha get engaged #shorts  #ytshorts"
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/rmxKLCp4ZjY,mi won over gt why I Match highlights #shorts  #ytshorts #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/ZmVmZ_VX-0s,fssai license in Uttarakhand #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/frPbztQ_pZU,fssai license in pune  #ytshorts  #shorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/NOG14fnLKj4,psara license in punjab #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/vVRHpRaSUxM,food license in Mumbai #shorts  #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/vsHRar8HuT0,#fssai   #license  in #himachalpradesh  #ytshorts   #shorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/WKpYkYTvMas,laid off what to do now #shorts #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/pK7suziXGPU,How to Get fssai License in uttarpradesh  #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/HMwVUVlDJwI,barcode registration gujarat #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/y-Dzm39zjhE,iso registration in UttarPradesh #shorts   #ytshorts   #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/SfLV6lvPt2Q,fssai renewal in punjab #shorts    #ytshorts    #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/A7eINzaLLAU,Copyright registration in Punjab #shorts   #ytshorts
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/-F2DhQNYkW4,Different  Types Barcodes #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/1vpyEyElLlU,ngo registration section8 #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/_kg9-b2LGC8,Barcode registration fees #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/a9LpgodOlLg,Barcode registration Delhi #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/gTnhGmHoy7o,ngo registration online #shorts #ytshorts #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/igm-JOxmyLQ,Call Centre License  #shorts   #ytshorts   #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/6FswM8ex3YY,food license Uttar Pradesh fssai #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/11UkOnJBoSM,fssai food license delhi  #shorts  #ytshorts  #yttrending
short,https://www.youtube.com/@gauravdelhirav,gauravdelhirav,https://www.youtube.com/shorts/vgeBNgD8Nrs,food license bangalore fssai  Bengaluru #shorts  #ytshorts  #yttrending
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=JILSdFFbusM,"Tech News 1424 || Flipkart Dussehra Sale , Jio Book, Redmi Pad, 5G Bands in india, iQOO Neo 7 Etc.."
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=WZZaDS182Cg,Best Oneplus Phone To Buy Under 30k || Oneplus Nord 2T 5G Review  in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=bfxyvYDuh-s,Upcoming Mobiles & Gadgets October 2022 || in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=u6WsQEpOnVY,Moto G72 Unboxing & initial impressions || in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=1WoNrTXMT8Q,"TechNews 1404 || Redmi 11 Prime, Telegram, iPhone 11, OPPO Charger, Twitter Edit Etc.."
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=WXZ8oxBaIkY,iPhone 14 Plus Unboxing & initial impressions || in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=7XoA8gjFRbc,Google Pixel 6a 5G Review || in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=7q_fiTnFe-4,Realme Narzo 60 Pro Unboxing & First Impressions || in Telugu ||
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=A2V_GdchPPE,i Bought This Special Nokia Phone  || in Telugu ||
Video,https://www.youtube.com/@SimpleGhar,SimpleGhar,https://www.youtube.com/watch?v=ZY4dlVGBLGU,₹100 vs ₹1000 Tempered Glass - TESTED!! #shorts #hindi #viral #iphone
Video,https://www.youtube.com/@SuperTraderLakshya,SuperTraderLakshya,https://www.youtube.com/watch?v=WKRqcbKfmM4,"Trading मे करोड़ो का LOSS हुआ ,कैसे बचें ?  Step 1 - Stock Market for beginners"
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=72x8Qh19ZYw,Daily Best Intraday Stocks || 07 july 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=ML18jZ_Lp0o,Daily Best Intraday Stocks || 06 july 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=cO42fWpt3LY,Daily Best Intraday Stocks || 04 july 2023  || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=ktnClThmw8g,Daily Best Intraday Stocks || 04 july 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=ujF7EWtIe8o,Daily Best Intraday Stocks || 30 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=Wnx5403Ch_Q,Pesa double  || option trading expiry || #liveintradaytrading trading with 20k capital #stockmarket
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=JlaAzk4WYzQ,Daily Best Intraday Stocks || 28 June 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=R8d6uX9zJDE,Trading With 20k capital || day;6 || Live trading || inside candle strategy #stockmarket #trading
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=blTs_3UpMtk,HOW TO START Trading In STOCK MARKET || Stock market for beginning ||trading kese start kre
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=RZwlzZWfwJs,Daily Best Intraday Stocks ||  22 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=ZJx6hEi_PO0,Live trading with 20k capital day 6 || banknifty 100 point in 5 min || #stockmarket #trading
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=ISDxoWOW4r4,Daily Best Intraday Stocks || 21 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=V0oI8r92CTM,Daily Best Intraday Stocks || 20 JUNE 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=vyu2ZPZ4LkA,Daily Best Intraday Stocks || 17 NOV 2022 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=t48OzKjWtm4,Daily Best Intraday Stocks || 19 JUNE 2023  || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=Jub_7rRCVRs,PENNY STOCK TO BUY NOW | multibagger stocks to buy now | swing stock #pennystocks #multibaggerstock
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=sb0_1GWYTFs,Daily Best Intraday Stocks  16 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=b7aAGgXnJ_4,Trading With 20k capital || Day 2 || profit book || stock market for beginning #trading
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=2-DO6FsQuds,Daily Best Intraday Stocks || 15 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=2FNzLcZWEkI,Daily Best Intraday Stocks || 14 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=BukfSo2xpp4,Trading with : 20k capital || day:1 || Live trading #stockmarket
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=Fl2Nz-YIsL4,Daily Best Intraday Stocks || 13 JUNE 2022 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=8X2YRBLWWAw,Daily Best Intraday Stocks || 12 JUNE || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=soNo8pxc93c,live trading Use 20k capital || day ; Demo || stock market for beginners #stockmarket #trading
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=e34gDEj0hEQ,Daily Best Intraday Stocks || 09 june 2023|| Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=fX18e_lgSZc,PAID INTRADAY STEATEGY || Demo  RR 1:3 ✅ || #intradaystrategy
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=yI7s_bQKnAw,Daily Best Intraday Stocks || 08 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=YLpdu30MIzc,Daily Best Intraday Stocks || 07 JUNE 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=7bWnJY2zDXk,Daily Best Intraday Stocks | 06 june 2023 || Stocks to trade tomorrow #intradaytrading #intraday
video,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/watch?v=OXWsxlbZL24,"12,000 Profit Use this Strategy || Power of stocks Intraday Strategy || #livetrading"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/B0osCefPFss,Expiry Dhamaka || 5600 rs profit #banknifty #nifty #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/3ELwjOFSt6k,Today Trades🔥🚀 Hight profit #shorts #strategy
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/F7ILiYAc7EY,Biggest profit🤩 of this Month  ❤️‍🔥|| 22k 🔥 #P&l today #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/2mmvFmAm0Rc,My P&L this month 🔥 || 1L profit equity trading😍 #zerodha #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/hrMrRNhqePo,Hammer candlestick 🤩 profit 18k || live trading
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/aFEZjinGw48,"Day 24: 18,000 profit done🤩 || Best chart pattern ✅ #stock market for beginners #shorts"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/Kgxuaw-bgj0,Traders love monday 🤩❤️‍🔥 || 10k profit book
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/OS-Q2hn8R3A,Profit book in 10 min 🤩 || day 19- 6000 rs profit #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/a8OG_opwD6s,Today book 6.2K in 10 min 🤩|| Live trading || Stock market for beginners #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/Or7uROyeilg,Best Chart Pattern ✅ || Live trading🔥 |￼| 16k profit || #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/Nt1S3vc-Kls,16k profit✅ || chart patterns 🔥 || #stockmarket #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/TAY2ao3bopY,Today Trading Result❤️‍🔥 || loss recover✅ in 5 min🚨 #stockmarket #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/UwI5AKU47i4,Monthly P&L 😍 big profit this month ✅ || Stock market #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/PuqW12X5_gU,Pesa h to 🤩 || power of Money 🚨 || stock market #trading
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/Uuab_ODCJnw,New record❤️‍🔥 9k profit ✅ || Best intraday strategy for beginner #money #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/bUvzmX1Wfd8,11 k profit aaj ka || share market se Profit #trading #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/-OIeqhpURPw,15k profit || stock market power #money #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/vz0zJ1qSw3k,"20,000.00 Profit😍 || live trading❤️‍🔥 || #stockmarket  seprofit 🤩 #shorts"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/0QoWWDQK5XM,"Today P&L 5,800 profit 🚀|| hardwork🔥 #shorts"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/r4t_qfLoNdg,Aaj ka profit 11k🔥🚀 || trading se profit 🤩 #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/CsOU1xs22eE,Nature ke sath Trading😍|| ￼ outdoor Trading || #traderlife
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/GAHotVAeDhQ,"Today book 4,200 rs use this strategy 🚀 #shorts"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/l-jUAy-1Tf4,Hard work and ￼ focus your goal📊📚 #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/a4u5KO0PzGA,￼ Non-stop profit 🤩✅ ||  6k profit book💐 Fibonacci strategy
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/3y3jRTEmxd8,Today P&L use  this Chat pattern 😎🤩
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/k--gBWdBgKQ,Zero Loss Intraday Strategy 📊🤩 profit hi Profit 📚📊 #intraday
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/_g1STseXW-A,Chart / candlestick 📚 books free #stockmarket #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/YhkRUplQM1A,Zero loss Intraday Strategy 🤑 || fib Retracement 🧩 #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/ynSk5U8IkQE,zero Loss intraday Strategy 💥 profit 7.5k book #stockmarket #trading #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/a7Ta2Q0gkjE,Hard work at night 1 am 💫 #stockmarket for beginners  || #traderlife #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/aHyekPmyGcg,today Live trade 3k running profit 🎯 use 22k capital only 💰 #stockmarket  #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/lQ2veheQfM8,One Trade In ENOUGH 😍 || 20K running profit #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/V0nRATJR91g,My new record🤩|| today's biggest profit 📈|| #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/ednekDi7mUM,Again Today's Biggest Profit 🤩 of my life💯  || live trading #shorts @logicaltrader
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/y-JJcIwE-_A,PE / CE 😵 Traders in Sideways Market 📊 #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/kbjvGTQf0Rc,Best 5 stocks 💥 #stocksmarket  #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/lfP3DTH2UsM,🚀आज सबसे बड़ा Profit🎁 || Best Intraday Strategy 100 Lakh🤩 #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/q5ygx5EOpx0,🚀आज सबसे बड़ा Profit🎁 || Best Intraday Strategy 10 Lakh🤩 #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/7tn5ZUGC9yk,W pattern 😍 || Stock market for beginners #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/VEKHCFzpAYU,Live Trading Gift 🎁 || stock Market〽️ #trader #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/BStABzpwfc0,Full Time Trades💥 || Setup😍 Trading || Traders life #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/GczGogu_Cpo,😓आज सबसे बड़ा Loss🔴🎁 ||Today P&L big loss #shorts #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/GFITWsQlKGs,🚀आज सबसे बड़ा Profit🎁 || Best Intraday Strategy 10 Lakh🤩🤩 #shorts #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/8vWjhgY5ZWw,🚀आज सबसे बड़ा Profit🎁 || Best Intraday Strategy 10 Lakh🤩🤩 #shorts #stockmarket
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/7cH6PQwi_Q4,🤩आज सबसे बड़ा Profit🚀 || Best Intraday Strategy 10 Lakh🤩🤩 #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/vKrMyLHhh34,"11,000 rs running profir ,best intraday stradegy"
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/Ih1qsMaP9X4,अब 365 दिन Profit🚀 || Live Trade 10000 Profit💥 || #shorts
short,https://www.youtube.com/@logicaltrader,logicaltrader,https://www.youtube.com/shorts/doJ9sUioOGU,📉chart Patterns name?? ||stock market📊 #shorts
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=UXXXkixzBEE,"TechNews 1504 || OPPO Find N2 Flip, iPhone 16 Ultra, vivo Y100, realme GT Neo 5, Oneplus 11R Etc.."
Video,https://www.youtube.com/@Prasadtechintelugu,Prasadtechintelugu,https://www.youtube.com/watch?v=48wKRzn0QWM,WORLD’s FASTEST SMARTPHONE || in Telugu ||
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=Sk6wPiMa5LU,OnePlus Nord 3 Unboxing & Quick Look ! *Flagship Killer?*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=uTCSd3NsoAA,This Midrange Phone has Special BGMI Features ! *iQOO Neo 7 Pro*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=0S0hCzau_YU,Motorola Razr 40 Ultra Unboxing ! *Majedaar Flip Features*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=aiODQWYFMa0,Can This Smartwatch Replace Phone ?
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=-rIy5QlI5L8,This Budget Smartwatch is Great Value for Money !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=TORfAEp8AUs,Apple MacBook Air 15” - First Time in 15 Years !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=UuLQtVUrOEc,Why Smartphone are getting EXPENSIVE ?
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=ama3qvvwDx0,Nothing Studio Tour Ft. Nothing Founder Carl Pei !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=v8V93KFxrOI,Realme 11 Pro - Completely Changed !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=X2dh1Ps1Oyc,Can This Phone Save Realme ? *Realme 11 Pro Plus*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=1VBq_JtgIeI,Samsung Galaxy F54 Unboxing - 108 MP OIS 📸 6000mAh 🔋
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=cCYObFBEp0k,All New Apple VR is Here ! *Apple Vision Pro*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=d6Db53YWGlc,Trying 7 Weird Smartphone Life Hacks !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=KLvlUH2SFfI,How To Buy a Perfect Smartphone in 2023 !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=ge2xHEeogrk,@Thugesh ka Studio Tour !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=5RQswm2zeIE,BGMI is Finally Here - Gameplay and Features !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=PNBsbaZ3dZk,I Tried 7 Majedaar IPL Gadgets !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=LzGzrOm7EP0,Major Problem with Smartphones Right Now !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=-Vn03957h0U,Moto Edge 40 Unboxing & Review ! New Flagship Killer?
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=aywEawmDa4s,"Lava Agni 2 5G Unboxing ! Best Smartphone Under ₹20,000?"
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=k86ZqM34l2I,BGMI is Finally Coming Back - Confirmed ✅
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=BASB47pT-2E,7 Majedaar Indian Innovations !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=GrEPfmL6Ta4,OPPO F23 5G Unboxing - I am Confused !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=qLY1tBycJwo,The Most Expensive TV I have ever Seen !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=QnP9NCmHYYE,Google Pixel 7a Unboxing ! *Incomplete Upgrade?*
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=-l01Mz46gS8,Poco F5 5G Unboxing - Flagship Performance Midrange Price !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=-VuThyqV5Yo,I Tried This Weird Electric Car !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=D5nOwwgu-P4,Xiaomi 13 Ultra - Don't Judge a Book by its Cover !
video,https://www.youtube.com/@TechBurner,TechBurner,https://www.youtube.com/watch?v=NsCAZCwWjmY,Why Smartphones Are Getting BORING?
